Price,ratings,Page number,Original_price,Discount,Brands,processor,number_of_ratings,number_of_reviews,RAM,Storage
64990,4.4,37,92390,29%,Samsung,Qualcomm,1534,126,16,512
99990,4.3,37,92990,41%,Infinix,Intel,706,106,16,512
373399,4.1,37,399900,6%,Apple,Apple,703,51,48,512
38990,4.3,37,56919,31%,DELL,AMD,2013,135,16,512
53990,4.4,37,92990,41%,ASUS,Qualcomm,703,51,16,512
68999,4.4,37,78990,12%,ASUS,AMD,2130,234,8,256
84990,4.0,37,111990,24%,MSI,Intel,4,0,16,512
35690,4.3,37,50990,30%,ASUS,Intel,485,47,8,512
84990,4.3,37,179990,52%,ASUS,Intel,52,5,16,512
34900,4.1,37,53413,34%,HP,AMD,663,36,8,512
66990,4.4,37,98990,32%,ASUS,Qualcomm,703,51,16,512
62990,4.2,37,78949,20%,DELL,Intel,5,0,16,512
39890,4.3,37,49990,20%,HP,Intel,531,63,8,512
39990,4.1,37,50903,21%,HP,Intel,2057,125,16,512
35990,4.1,37,52115,30%,HP,Intel,2057,125,8,512
79990,4.3,37,111190,28%,Lenovo,Intel,60,8,16,512
65990,4.1,37,69990,5%,HP,Intel,465,35,16,512
51990,4.0,37,69990,25%,Acer,Intel,79,5,16,512
115990,4.2,37,140990,17%,Lenovo,Intel,195,28,16,512
38990,4.2,37,54479,28%,DELL,Intel,399,30,16,512
44490,4.2,37,70990,37%,Lenovo,Intel,493,28,16,512
103990,3.0,38,127990,18%,Samsung,Intel,2,1,16,512
32900,4.0,38,39777,17%,Lenovo,Intel,726,48,8,256
34990,4.1,38,59990,41%,Acer,AMD,2963,309,16,512
64990,4.4,38,92390,29%,Samsung,Qualcomm,1534,126,16,512
36499,4.3,38,50990,28%,ASUS,Intel,485,47,8,512
110599,4.4,38,115990,4%,ASUS,AMD,421,39,16,512
49172,3.9,38,85000,42%,DELL,Intel,49,1,16,512
36650,4.5,38,51990,29%,HP,AMD,1682,344,8,512
38990,4.3,38,56919,31%,DELL,AMD,2013,135,16,512
53990,4.4,38,92990,41%,ASUS,Qualcomm,703,51,16,512
59490,4.0,38,82590,27%,Lenovo,Intel,4,0,16,512
59990,4.3,38,79990,25%,Acer,Intel,37,6,16,512
34900,4.1,38,53413,34%,HP,AMD,663,36,8,512
66990,4.4,38,98990,32%,ASUS,Qualcomm,703,51,16,512
31490,4.3,38,36271,13%,ASUS,Intel,5541,786,4,256
298699,4.1,38,319900,6%,Apple,Apple,703,51,36,512
49546,4.4,38,88990,44%,Samsung,Intel,543,61,16,512
349900,4.1,38,92990,41%,Apple,Apple,703,51,36,512
39990,4.1,38,50903,21%,HP,Intel,2057,125,16,512
35990,4.1,38,52115,30%,HP,Intel,2057,125,8,512
87099,4.7,38,99900,12%,Apple,Apple,18405,1101,8,256
37990,3.3,38,76990,50%,Lenovo,Intel,3,0,24,512
38990,4.2,38,54479,28%,DELL,Intel,399,30,16,512
44490,4.2,38,70990,37%,Lenovo,Intel,493,28,16,512
67593,5.0,39,79795,15%,DELL,Intel,6,2,16,512
50899,4.1,39,59500,14%,Acer,Intel,302,54,8,512
68899,4.1,39,74990,8%,ASUS,AMD,703,51,16,512
69990,4.6,39,113290,38%,Lenovo,Intel,27,0,16,512
34990,4.1,39,59990,41%,Acer,AMD,2963,309,16,512
64990,4.4,39,92390,29%,Samsung,Qualcomm,1534,126,16,512
35490,4.3,39,56999,37%,HP,AMD,587,54,8,512
65990,4.3,39,79990,17%,Acer,Intel,81,6,16,512
50990,4.1,39,62190,18%,DELL,Intel,62,3,16,512
38990,4.3,39,56919,31%,DELL,AMD,2013,135,16,512
45990,4.4,39,70490,34%,HP,Intel,205,16,8,512
50890,4.2,39,72331,29%,HP,Intel,2246,169,16,512
49399,4.2,39,68190,27%,Lenovo,Intel,6326,425,16,512
32100,4.2,39,65654,51%,ASUS,AMD,171,12,8,512
53990,4.4,39,92990,41%,ASUS,Qualcomm,703,51,16,512
34900,4.1,39,53413,34%,HP,AMD,663,36,8,512
106599,4.1,39,137990,22%,ASUS,Intel,14,0,16,512
32599,4.4,39,53999,39%,Lenovo,AMD,11,3,8,512
66990,4.4,39,98990,32%,ASUS,Qualcomm,703,51,16,512
39990,4.1,39,50903,21%,HP,Intel,2057,125,16,512
46990,4.2,39,75990,38%,Acer,AMD,58,5,8,512
119990,4.5,39,152990,21%,ASUS,Intel,8,1,16,512
70900,4.3,39,96791,26%,DELL,Intel,7,0,8,512
40699,4.3,39,46709,12%,HP,Intel,6492,377,8,256
64990,4.4,40,92390,29%,Samsung,Qualcomm,1534,126,16,512
38990,4.2,40,54479,28%,DELL,Intel,399,30,16,512
49790,4.1,40,72180,31%,DELL,Processor,687,45,8,512
43290,3.0,40,80990,46%,DELL,Intel,4,0,32,512
38990,4.3,40,56919,31%,DELL,AMD,2013,135,16,512
78990,4.1,40,104952,24%,DELL,Intel,25,2,16,512
199990,4.2,40,239990,16%,ASUS,Intel,6,0,16,512
30999,3.0,40,75980,59%,Avita,Intel,2,1,8,512
54990,3.4,40,71599,23%,Acer,Intel,11,2,16,512
109990,4.0,40,120000,8%,Lenovo,AMD,258,33,16,512
53990,4.4,40,92990,41%,ASUS,Qualcomm,703,51,16,512
34990,4.1,40,59990,41%,Acer,AMD,2963,309,16,512
373399,4.1,40,399900,6%,Apple,Apple,703,51,48,512
99990,4.3,40,92990,41%,Infinix,Intel,706,106,16,512
34900,4.1,40,53413,34%,HP,AMD,663,36,8,512
66990,4.4,40,98990,32%,ASUS,Qualcomm,703,51,16,512
62990,4.2,40,78949,20%,DELL,Intel,5,0,16,512
84990,4.0,40,111990,24%,MSI,Intel,4,0,16,512
68999,4.4,40,78990,12%,ASUS,AMD,2130,234,8,256
39890,4.3,40,49990,20%,HP,Intel,531,63,8,512
72990,4.4,40,89990,18%,Lenovo,AMD,891,66,24,512
35990,4.1,40,52115,30%,HP,Intel,2057,125,8,512
49990,4.1,40,71820,30%,DELL,Intel,241,21,8,512
326699,4.1,40,349900,6%,Apple,Apple,703,51,36,512
34990,4.1,41,59990,41%,Acer,AMD,2963,309,16,512
64990,4.4,41,92390,29%,Samsung,Qualcomm,1534,126,16,512
54999,2.7,41,70990,22%,HP,AMD,7,0,8,512
97990,4.7,41,114990,14%,MSI,Intel,12,1,16,512
75837,3.5,41,104690,27%,ASUS,Intel,6,0,16,512
68990,4.1,41,85000,18%,DELL,Intel,70,5,8,256
50990,4.1,41,62190,18%,DELL,Intel,62,3,16,512
38990,4.3,41,56919,31%,DELL,AMD,2013,135,16,512
75000,4.3,41,99990,24%,Acer,Intel,17,0,16,512
169990,4.6,41,196990,13%,MSI,Intel,7,3,32,512
53990,4.4,41,92990,41%,ASUS,Qualcomm,703,51,16,512
34900,4.1,41,53413,34%,HP,AMD,663,36,8,512
68999,4.2,41,75980,9%,HP,AMD,424,29,8,512
27990,3.9,41,37690,25%,Lenovo,Intel,494,38,8,512
53891,4.4,41,77999,30%,HP,Intel,143,21,8,512
41899,4.0,41,54500,23%,DELL,Intel,834,101,8,256
66990,4.4,41,98990,32%,ASUS,Qualcomm,703,51,16,512
39990,4.1,41,50903,21%,HP,Intel,2057,125,16,512
31890,4.1,41,54990,42%,Lenovo,AMD,1092,91,8,512
37899,4.4,41,40870,7%,ASUS,Intel,851,154,4,512
35990,4.1,41,52115,30%,HP,Intel,2057,125,8,512
38990,4.2,41,54479,28%,DELL,Intel,399,30,16,512
58599,4.2,41,75494,22%,HP,Intel,813,64,8,512
36990,4.1,41,54000,31%,HP,AMD,249,19,8,512
